"(-16, -33)",1
-17,-32
"(-18, -32)",1
"(-17, -33)",1
"(-17, -31)",1
"(-16, -32)",1
-17,-31
"(-18, -31)",1
"(-17, -32)",1
"(-17, -30)",1
"(-16, -31)",1
-17,-30
"(-18, -30)",1
"(-17, -31)",1
"(-17, -29)",1
"(-16, -30)",1
-17,-29
"(-18, -29)",1
"(-17, -30)",1
"(-17, -28)",1
"(-16, -29)",1
-17,-28
"(-18, -28)",1
"(-17, -29)",1
"(-17, -27)",1
"(-16, -28)",1
-17,-27
"(-18, -27)",1
"(-17, -28)",1
"(-17, -26)",1
"(-16, -27)",1
-17,-26
"(-18, -26)",1
"(-17, -27)",1
"(-17, -25)",1
"(-16, -26)",1
-17,-25
"(-18, -25)",1
"(-17, -26)",1
"(-17, -24)",1
"(-16, -25)",1
-17,-24
"(-18, -24)",1
"(-17, -25)",1
"(-17, -23)",1
"(-16, -24)",1
-17,-23
"(-18, -23)",1
"(-17, -24)",1
"(-17, -22)",1
"(-16, -23)",1
-17,-22
"(-18, -22)",1
"(-17, -23)",1
"(-17, -21)",1
"(-16, -22)",1
-17,-21
"(-18, -21)",1
"(-17, -22)",1
"(-17, -20)",1
"(-16, -21)",1
-17,-20
"(-18, -20)",1
"(-17, -21)",1
"(-17, -19)",1
"(-16, -20)",1
-17,-19
"(-18, -19)",1
"(-17, -20)",1
"(-17, -18)",1
"(-16, -19)",1
-17,-18
"(-18, -18)",1
"(-17, -19)",1
"(-17, -17)",1
"(-16, -18)",1
-17,-17
"(-18, -17)",1
"(-17, -18)",1
"(-17, -16)",1
"(-16, -17)",1
-17,-16
"(-18, -16)",1
"(-17, -17)",1
"(-17, -15)",1
"(-16, -16)",1
-17,-15
"(-18, -15)",1
"(-17, -16)",1
"(-17, -14)",1
"(-16, -15)",1
-17,-14
"(-18, -14)",1
"(-17, -15)",1
"(-17, -13)",1
"(-16, -14)",1
-17,-13
"(-18, -13)",1
"(-17, -14)",1
"(-17, -12)",1
"(-16, -13)",1
-17,-12
"(-18, -12)",1
"(-17, -13)",1
"(-17, -11)",1
"(-16, -12)",1
-17,-11
"(-18, -11)",1
"(-17, -12)",1
"(-17, -10)",1
"(-16, -11)",1
-17,-10
"(-18, -10)",1
"(-17, -11)",1
"(-17, -9)",1
"(-16, -10)",1
-17,-9
"(-18, -9)",1
"(-17, -10)",1
"(-17, -8)",1
"(-16, -9)",1
-17,-8
"(-18, -8)",1
"(-17, -9)",1
"(-17, -7)",1
"(-16, -8)",1
-17,-7
"(-18, -7)",1
"(-17, -8)",1
"(-17, -6)",1
"(-16, -7)",1
-17,-6
"(-18, -6)",1
"(-17, -7)",1
"(-17, -5)",1
"(-16, -6)",1
-17,-5
"(-18, -5)",1
"(-17, -6)",1
"(-17, -4)",1
"(-16, -5)",1
-17,-4
"(-18, -4)",1
"(-17, -5)",1
"(-17, -3)",1
"(-16, -4)",1
-17,-3
"(-18, -3)",1
"(-17, -4)",1
"(-17, -2)",1
"(-16, -3)",1
-17,-2
"(-18, -2)",1
"(-17, -3)",1
"(-17, -1)",1
"(-16, -2)",1
-17,-1
"(-18, -1)",1
"(-17, -2)",1
"(-16, -1)",1
-16,-37
"(-17, -37)",1
"(-16, -36)",1
"(-15, -37)",1
-16,-36
"(-17, -36)",1
"(-16, -37)",1
"(-16, -35)",1
"(-15, -36)",1
-16,-35
"(-17, -35)",1
"(-16, -36)",1
"(-16, -34)",1
"(-15, -35)",1
-16,-34
"(-17, -34)",1
"(-16, -35)",1
"(-16, -33)",1
-16,-33
"(-17, -33)",1
"(-16, -34)",1
"(-16, -32)",1
-16,-32
"(-17, -32)",1
"(-16, -33)",1
"(-16, -31)",1
-16,-31
"(-17, -31)",1
"(-16, -32)",1
"(-16, -30)",1
-16,-30
"(-17, -30)",1
"(-16, -31)",1
"(-16, -29)",1
-16,-29
"(-17, -29)",1
"(-16, -30)",1
"(-16, -28)",1
-16,-28
"(-17, -28)",1
"(-16, -29)",1
"(-16, -27)",1
-16,-27
"(-17, -27)",1
"(-16, -28)",1
"(-16, -26)",1
-16,-26
"(-17, -26)",1
"(-16, -27)",1
"(-16, -25)",1
-16,-25
"(-17, -25)",1
"(-16, -26)",1
"(-16, -24)",1
-16,-24
"(-17, -24)",1
"(-16, -25)",1
"(-16, -23)",1
-16,-23
"(-17, -23)",1
"(-16, -24)",1
"(-16, -22)",1
-16,-22
"(-17, -22)",1
"(-16, -23)",1
"(-16, -21)",1
-16,-21
"(-17, -21)",1
"(-16, -22)",1
"(-16, -20)",1
-16,-20
"(-17, -20)",1
"(-16, -21)",1
"(-16, -19)",1
"(-15, -20)",1
-16,-19
"(-17, -19)",1
"(-16, -20)",1
"(-16, -18)",1
"(-15, -19)",1
-16,-18
"(-17, -18)",1
"(-16, -19)",1
"(-16, -17)",1
"(-15, -18)",1
-16,-17
"(-17, -17)",1
"(-16, -18)",1
"(-16, -16)",1
-16,-16
"(-17, -16)",1
"(-16, -17)",1
"(-16, -15)",1
-16,-15
"(-17, -15)",1
"(-16, -16)",1
"(-16, -14)",1
-16,-14
"(-17, -14)",1
"(-16, -15)",1
"(-16, -13)",1
-16,-13
"(-17, -13)",1
"(-16, -14)",1
"(-16, -12)",1
-16,-12
"(-17, -12)",1
"(-16, -13)",1
"(-16, -11)",1
-16,-11
"(-17, -11)",1
"(-16, -12)",1
"(-16, -10)",1
-16,-10
"(-17, -10)",1
"(-16, -11)",1
"(-16, -9)",1
-16,-9
"(-17, -9)",1
"(-16, -10)",1
"(-16, -8)",1
-16,-8
"(-17, -8)",1
"(-16, -9)",1
"(-16, -7)",1
-16,-7
"(-17, -7)",1
"(-16, -8)",1
"(-16, -6)",1
-16,-6
"(-17, -6)",1
"(-16, -7)",1
"(-16, -5)",1
-16,-5
"(-17, -5)",1
"(-16, -6)",1
"(-16, -4)",1
-16,-4
"(-17, -4)",1
"(-16, -5)",1
"(-16, -3)",1
-16,-3
"(-17, -3)",1
"(-16, -4)",1
"(-16, -2)",1
"(-15, -3)",1
-16,-2
"(-17, -2)",1
"(-16, -3)",1
"(-16, -1)",1
"(-15, -2)",1
-16,-1
"(-17, -1)",1
"(-16, -2)",1
"(-15, -1)",1
-15,-37
"(-16, -37)",1
"(-15, -36)",1
"(-14, -37)",1
-15,-36
"(-16, -36)",1
"(-15, -37)",1
"(-15, -35)",1
"(-14, -36)",1
-15,-35
"(-16, -35)",1
"(-15, -36)",1
"(-14, -35)",1
-15,-20
"(-16, -20)",1
"(-15, -19)",1
"(-14, -20)",1
-15,-19
"(-16, -19)",1
"(-15, -20)",1
"(-15, -18)",1
"(-14, -19)",1
-15,-18
"(-16, -18)",1
"(-15, -19)",1
"(-14, -18)",1
-15,-3
"(-16, -3)",1
"(-15, -2)",1
"(-14, -3)",1
-15,-2
"(-16, -2)",1
"(-15, -3)",1
"(-15, -1)",1
"(-14, -2)",1
-15,-1
"(-16, -1)",1
"(-15, -2)",1
"(-15, 0)",1
"(-14, -1)",1
-15,0
"(-15, -1)",1
-14,-37
"(-15, -37)",1
"(-14, -36)",1
"(-13, -37)",1
-14,-36
"(-15, -36)",1
"(-14, -37)",1
"(-14, -35)",1
"(-13, -36)",1
-14,-35
"(-15, -35)",1
"(-14, -36)",1
"(-13, -35)",1
-14,-20
"(-15, -20)",1
"(-14, -19)",1
"(-13, -20)",1
-14,-19
"(-15, -19)",1
"(-14, -20)",1
"(-14, -18)",1
"(-13, -19)",1
-14,-18
"(-15, -18)",1
"(-14, -19)",1
"(-13, -18)",1
-14,-3
"(-15, -3)",1
"(-14, -2)",1
"(-13, -3)",1
-14,-2
"(-15, -2)",1
"(-14, -3)",1
"(-14, -1)",1
"(-13, -2)",1
-14,-1
"(-15, -1)",1
"(-14, -2)",1
"(-13, -1)",1
-13,-37
"(-14, -37)",1
"(-13, -36)",1
"(-12, -37)",1
-13,-36
"(-14, -36)",1
"(-13, -37)",1
"(-13, -35)",1
"(-12, -36)",1
-13,-35
"(-14, -35)",1
"(-13, -36)",1
"(-12, -35)",1
-13,-20
"(-14, -20)",1
"(-13, -19)",1
"(-12, -20)",1
-13,-19
"(-14, -19)",1
"(-13, -20)",1
"(-13, -18)",1
"(-12, -19)",1
-13,-18
"(-14, -18)",1
"(-13, -19)",1
"(-12, -18)",1
-13,-3
"(-14, -3)",1
"(-13, -2)",1
"(-12, -3)",1
-13,-2
"(-14, -2)",1
"(-13, -3)",1
"(-13, -1)",1
"(-12, -2)",1
-13,-1
"(-14, -1)",1
"(-13, -2)",1
"(-13, 0)",1
"(-12, -1)",1
-13,0
"(-13, -1)",1
-12,-37
"(-13, -37)",1
"(-12, -36)",1
"(-11, -37)",1
-12,-36
"(-13, -36)",1
"(-12, -37)",1
"(-12, -35)",1
"(-11, -36)",1
-12,-35
"(-13, -35)",1
"(-12, -36)",1
"(-11, -35)",1
-12,-20
"(-13, -20)",1
"(-12, -19)",1
"(-11, -20)",1
-12,-19
"(-13, -19)",1
"(-12, -20)",1
"(-12, -18)",1
"(-11, -19)",1
-12,-18
"(-13, -18)",1
"(-12, -19)",1
"(-11, -18)",1
-12,-3
"(-13, -3)",1
"(-12, -2)",1
"(-11, -3)",1
-12,-2
"(-13, -2)",1
"(-12, -3)",1
"(-12, -1)",1
"(-11, -2)",1
-12,-1
"(-13, -1)",1
"(-12, -2)",1
"(-11, -1)",1
-11,-37
"(-12, -37)",1
"(-11, -36)",1
"(-10, -37)",1
-11,-36
"(-12, -36)",1
"(-11, -37)",1
"(-11, -35)",1
"(-10, -36)",1
-11,-35
"(-12, -35)",1
"(-11, -36)",1
"(-10, -35)",1
-11,-20
"(-12, -20)",1
"(-11, -19)",1
"(-10, -20)",1
-11,-19
"(-12, -19)",1
"(-11, -20)",1
"(-11, -18)",1
"(-10, -19)",1
-11,-18
"(-12, -18)",1
"(-11, -19)",1
"(-10, -18)",1
-11,-3
"(-12, -3)",1
"(-11, -2)",1
"(-10, -3)",1
-11,-2
"(-12, -2)",1
"(-11, -3)",1
"(-11, -1)",1
"(-10, -2)",1
-11,-1
"(-12, -1)",1
"(-11, -2)",1
"(-10, -1)",1
-10,-37
"(-11, -37)",1
"(-10, -36)",1
"(-9, -37)",1
-10,-36
"(-11, -36)",1
"(-10, -37)",1
"(-10, -35)",1
"(-9, -36)",1
-10,-35
"(-11, -35)",1
"(-10, -36)",1
"(-9, -35)",1
-10,-20
"(-11, -20)",1
"(-10, -19)",1
"(-9, -20)",1
-10,-19
"(-11, -19)",1
"(-10, -20)",1
"(-10, -18)",1
"(-9, -19)",1
-10,-18
"(-11, -18)",1
"(-10, -19)",1
"(-9, -18)",1
-10,-3
"(-11, -3)",1
"(-10, -2)",1
"(-9, -3)",1
-10,-2
"(-11, -2)",1
"(-10, -3)",1
"(-10, -1)",1
"(-9, -2)",1
-10,-1
"(-11, -1)",1
"(-10, -2)",1
"(-9, -1)",1
-9,-37
"(-10, -37)",1
"(-9, -36)",1
"(-8, -37)",1
-9,-36
"(-10, -36)",1
"(-9, -37)",1
"(-9, -35)",1
"(-8, -36)",1
-9,-35
"(-10, -35)",1
"(-9, -36)",1
"(-8, -35)",1
-9,-20
"(-10, -20)",1
"(-9, -19)",1
"(-8, -20)",1
-9,-19
"(-10, -19)",1
"(-9, -20)",1
"(-9, -18)",1
"(-8, -19)",1
-9,-18
"(-10, -18)",1
"(-9, -19)",1
"(-8, -18)",1
-9,-3
"(-10, -3)",1
"(-9, -2)",1
"(-8, -3)",1
-9,-2
"(-10, -2)",1
"(-9, -3)",1
"(-9, -1)",1
"(-8, -2)",1
-9,-1
"(-10, -1)",1
"(-9, -2)",1
"(-8, -1)",1
-8,-37
"(-9, -37)",1
"(-8, -36)",1
"(-7, -37)",1
-8,-36
"(-9, -36)",1
"(-8, -37)",1
"(-8, -35)",1
"(-7, -36)",1
-8,-35
"(-9, -35)",1
"(-8, -36)",1
"(-8, -34)",1
"(-7, -35)",1
-8,-34
"(-8, -35)",1
-8,-21
"(-8, -20)",1
-8,-20
"(-9, -20)",1
"(-8, -21)",1
"(-8, -19)",1
"(-7, -20)",1
-8,-19
"(-9, -19)",1
"(-8, -20)",1
"(-8, -18)",1
"(-7, -19)",1
-8,-18
"(-9, -18)",1
"(-8, -19)",1
"(-8, -17)",1
"(-7, -18)",1
-8,-17
"(-8, -18)",1
-8,-4
"(-8, -3)",1
-8,-3
"(-9, -3)",1
"(-8, -4)",1
"(-8, -2)",1
"(-7, -3)",1
-8,-2
"(-9, -2)",1
"(-8, -3)",1
"(-8, -1)",1
"(-7, -2)",1
-8,-1
"(-9, -1)",1
"(-8, -2)",1
"(-8, 0)",1
"(-7, -1)",1
-8,0
"(-8, -1)",1
-7,-37
"(-8, -37)",1
"(-7, -36)",1
"(-6, -37)",1
-7,-36
"(-8, -36)",1
"(-7, -37)",1
"(-7, -35)",1
"(-6, -36)",1
-7,-35
"(-8, -35)",1
"(-7, -36)",1
"(-6, -35)",1
-7,-20
"(-8, -20)",1
"(-7, -19)",1
"(-6, -20)",1
-7,-19
"(-8, -19)",1
"(-7, -20)",1
"(-7, -18)",1
"(-6, -19)",1
-7,-18
"(-8, -18)",1
"(-7, -19)",1
"(-6, -18)",1
-7,-3
"(-8, -3)",1
"(-7, -2)",1
"(-6, -3)",1
-7,-2
"(-8, -2)",1
"(-7, -3)",1
"(-7, -1)",1
"(-6, -2)",1
-7,-1
"(-8, -1)",1
"(-7, -2)",1
"(-6, -1)",1
-6,-37
"(-7, -37)",1
"(-6, -36)",1
"(-5, -37)",1
-6,-36
"(-7, -36)",1
"(-6, -37)",1
"(-6, -35)",1
"(-5, -36)",1
-6,-35
"(-7, -35)",1
"(-6, -36)",1
"(-5, -35)",1
-6,-20
"(-7, -20)",1
"(-6, -19)",1
"(-5, -20)",1
-6,-19
"(-7, -19)",1
"(-6, -20)",1
"(-6, -18)",1
"(-5, -19)",1
-6,-18
"(-7, -18)",1
"(-6, -19)",1
"(-5, -18)",1
-6,-3
"(-7, -3)",1
"(-6, -2)",1
"(-5, -3)",1
-6,-2
"(-7, -2)",1
"(-6, -3)",1
"(-6, -1)",1
"(-5, -2)",1
-6,-1
"(-7, -1)",1
"(-6, -2)",1
"(-6, 0)",1
"(-5, -1)",1
-6,0
"(-6, -1)",1
-5,-37
"(-6, -37)",1
"(-5, -36)",1
"(-4, -37)",1
-5,-36
"(-6, -36)",1
"(-5, -37)",1
"(-5, -35)",1
"(-4, -36)",1
-5,-35
"(-6, -35)",1
"(-5, -36)",1
"(-4, -35)",1
-5,-20
"(-6, -20)",1
"(-5, -19)",1
"(-4, -20)",1
-5,-19
"(-6, -19)",1
"(-5, -20)",1
"(-5, -18)",1
"(-4, -19)",1
-5,-18
"(-6, -18)",1
"(-5, -19)",1
"(-4, -18)",1
-5,-3
"(-6, -3)",1
"(-5, -2)",1
"(-4, -3)",1
-5,-2
"(-6, -2)",1
"(-5, -3)",1
"(-5, -1)",1
"(-4, -2)",1
-5,-1
"(-6, -1)",1
"(-5, -2)",1
"(-4, -1)",1
-4,-37
"(-5, -37)",1
"(-4, -36)",1
"(-3, -37)",1
-4,-36
"(-5, -36)",1
"(-4, -37)",1
"(-4, -35)",1
"(-3, -36)",1
-4,-35
"(-5, -35)",1
"(-4, -36)",1
"(-3, -35)",1
-4,-20
"(-5, -20)",1
"(-4, -19)",1
"(-3, -20)",1
-4,-19
"(-5, -19)",1
"(-4, -20)",1
"(-4, -18)",1
"(-3, -19)",1
-4,-18
"(-5, -18)",1
"(-4, -19)",1
"(-3, -18)",1
-4,-3
"(-5, -3)",1
"(-4, -2)",1
"(-3, -3)",1
-4,-2
"(-5, -2)",1
"(-4, -3)",1
"(-4, -1)",1
"(-3, -2)",1
-4,-1
"(-5, -1)",1
"(-4, -2)",1
"(-3, -1)",1
-3,-37
"(-4, -37)",1
"(-3, -36)",1
"(-2, -37)",1
-3,-36
"(-4, -36)",1
"(-3, -37)",1
"(-3, -35)",1
"(-2, -36)",1
-3,-35
"(-4, -35)",1
"(-3, -36)",1
"(-2, -35)",1
-3,-20
"(-4, -20)",1
"(-3, -19)",1
"(-2, -20)",1
-3,-19
"(-4, -19)",1
"(-3, -20)",1
"(-3, -18)",1
"(-2, -19)",1
-3,-18
"(-4, -18)",1
"(-3, -19)",1
"(-2, -18)",1
-3,-3
"(-4, -3)",1
"(-3, -2)",1
"(-2, -3)",1
-3,-2
"(-4, -2)",1
"(-3, -3)",1
"(-3, -1)",1
"(-2, -2)",1
-3,-1
"(-4, -1)",1
"(-3, -2)",1
"(-2, -1)",1
-2,-37
"(-3, -37)",1
"(-2, -36)",1
"(-1, -37)",1
-2,-36
"(-3, -36)",1
"(-2, -37)",1
"(-2, -35)",1
"(-1, -36)",1
-2,-35
"(-3, -35)",1
"(-2, -36)",1
"(-1, -35)",1
-2,-20
"(-3, -20)",1
"(-2, -19)",1
"(-1, -20)",1
-2,-19
"(-3, -19)",1
"(-2, -20)",1
"(-2, -18)",1
"(-1, -19)",1
-2,-18
"(-3, -18)",1
"(-2, -19)",1
"(-1, -18)",1
-2,-3
"(-3, -3)",1
"(-2, -2)",1
"(-1, -3)",1
-2,-2
"(-3, -2)",1
"(-2, -3)",1
"(-2, -1)",1
"(-1, -2)",1
-2,-1
"(-3, -1)",1
"(-2, -2)",1
"(-1, -1)",1
-1,-37
"(-2, -37)",1
"(-1, -36)",1
"(0, -37)",1
-1,-36
"(-2, -36)",1
"(-1, -37)",1
"(-1, -35)",1
"(0, -36)",1
-1,-35
"(-2, -35)",1
"(-1, -36)",1
"(-1, -34)",1
"(0, -35)",1
-1,-34
"(-1, -35)",1
"(-1, -33)",1
"(0, -34)",1
-1,-33
"(-1, -34)",1
"(-1, -32)",1
"(0, -33)",1
-1,-32
"(-1, -33)",1
"(-1, -31)",1
"(0, -32)",1
-1,-31
"(-1, -32)",1
"(-1, -30)",1
"(0, -31)",1
-1,-30
"(-1, -31)",1
"(-1, -29)",1
"(0, -30)",1
-1,-29
"(-1, -30)",1
"(-1, -28)",1
"(0, -29)",1
-1,-28
"(-1, -29)",1
"(-1, -27)",1
"(0, -28)",1
-1,-27
"(-1, -28)",1
"(-1, -26)",1
"(0, -27)",1
-1,-26
"(-1, -27)",1
"(-1, -25)",1
"(0, -26)",1
-1,-25
"(-1, -26)",1
"(-1, -24)",1
"(0, -25)",1
-1,-24
"(-1, -25)",1
"(-1, -23)",1
"(0, -24)",1
-1,-23
"(-1, -24)",1
"(-1, -22)",1
"(0, -23)",1
-1,-22
"(-1, -23)",1
"(-1, -21)",1
"(0, -22)",1
-1,-21
"(-1, -22)",1
"(-1, -20)",1
"(0, -21)",1
-1,-20
"(-2, -20)",1
"(-1, -21)",1
"(-1, -19)",1
"(0, -20)",1
-1,-19
"(-2, -19)",1
"(-1, -20)",1
"(-1, -18)",1
"(0, -19)",1
-1,-18
"(-2, -18)",1
"(-1, -19)",1
"(-1, -17)",1
"(0, -18)",1
-1,-17
"(-1, -18)",1
"(-1, -16)",1
"(0, -17)",1
-1,-16
"(-1, -17)",1
"(-1, -15)",1
"(0, -16)",1
-1,-15
"(-1, -16)",1
"(-1, -14)",1
"(0, -15)",1
-1,-14
"(-1, -15)",1
"(-1, -13)",1
"(0, -14)",1
-1,-13
"(-1, -14)",1
"(-1, -12)",1
"(0, -13)",1
-1,-12
"(-1, -13)",1
"(-1, -11)",1
"(0, -12)",1
-1,-11
"(-1, -12)",1
"(-1, -10)",1
"(0, -11)",1
-1,-10
"(-1, -11)",1
"(-1, -9)",1
"(0, -10)",1
-1,-9
"(-1, -10)",1
"(-1, -8)",1
"(0, -9)",1
-1,-8
"(-1, -9)",1
"(-1, -7)",1
"(0, -8)",1
-1,-7
"(-1, -8)",1
"(-1, -6)",1
"(0, -7)",1
-1,-6
"(-1, -7)",1
"(-1, -5)",1
"(0, -6)",1
-1,-5
"(-1, -6)",1
"(-1, -4)",1
"(0, -5)",1
-1,-4
"(-1, -5)",1
"(-1, -3)",1
"(0, -4)",1
-1,-3
"(-2, -3)",1
"(-1, -4)",1
"(-1, -2)",1
"(0, -3)",1
-1,-2
"(-2, -2)",1
"(-1, -3)",1
"(-1, -1)",1
"(0, -2)",1
-1,-1
"(-2, -1)",1
"(-1, -2)",1
"(-1, 0)",1
"(0, -1)",1
-1,0
"(-1, -1)",1
0,-38
"(0, -37)",1
0,-37
"(-1, -37)",1
"(0, -38)",1
"(0, -36)",1
"(1, -37)",1
0,-36
"(-1, -36)",1
"(0, -37)",1
"(0, -35)",1
"(1, -36)",1
0,-35
"(-1, -35)",1
"(0, -36)",1
"(0, -34)",1
"(1, -35)",1
0,-34
"(-1, -34)",1
"(0, -35)",1
"(0, -33)",1
"(1, -34)",1
0,-33
"(-1, -33)",1
"(0, -34)",1
"(0, -32)",1
"(1, -33)",1
0,-32
"(-1, -32)",1
"(0, -33)",1
"(0, -31)",1
"(1, -32)",1
0,-31
"(-1, -31)",1
"(0, -32)",1
"(0, -30)",1
"(1, -31)",1
0,-30
"(-1, -30)",1
"(0, -31)",1
"(0, -29)",1
"(1, -30)",1
0,-29
"(-1, -29)",1
"(0, -30)",1
"(0, -28)",1
"(1, -29)",1
0,-28
"(-1, -28)",1
"(0, -29)",1
"(0, -27)",1
"(1, -28)",1
0,-27
"(-1, -27)",1
"(0, -28)",1
"(0, -26)",1
"(1, -27)",1
0,-26
"(-1, -26)",1
"(0, -27)",1
"(0, -25)",1
"(1, -26)",1
0,-25
"(-1, -25)",1
"(0, -26)",1
"(0, -24)",1
"(1, -25)",1
0,-24
"(-1, -24)",1
"(0, -25)",1
"(0, -23)",1
"(1, -24)",1
0,-23
"(-1, -23)",1
"(0, -24)",1
"(0, -22)",1
"(1, -23)",1
0,-22
"(-1, -22)",1
"(0, -23)",1
"(0, -21)",1
"(1, -22)",1
0,-21
"(-1, -21)",1
"(0, -22)",1
"(0, -20)",1
"(1, -21)",1
0,-20
"(-1, -20)",1
"(0, -21)",1
"(0, -19)",1
"(1, -20)",1
0,-19
"(-1, -19)",1
"(0, -20)",1
"(0, -18)",1
"(1, -19)",1
0,-18
"(-1, -18)",1
"(0, -19)",1
"(0, -17)",1
"(1, -18)",1
0,-17
"(-1, -17)",1
"(0, -18)",1
"(0, -16)",1
"(1, -17)",1
0,-16
"(-1, -16)",1
"(0, -17)",1
"(0, -15)",1
"(1, -16)",1
0,-15
"(-1, -15)",1
"(0, -16)",1
"(0, -14)",1
"(1, -15)",1
0,-14
"(-1, -14)",1
"(0, -15)",1
"(0, -13)",1
"(1, -14)",1
0,-13
"(-1, -13)",1
"(0, -14)",1
"(0, -12)",1
"(1, -13)",1
0,-12
"(-1, -12)",1
"(0, -13)",1
"(0, -11)",1
"(1, -12)",1
0,-11
"(-1, -11)",1
"(0, -12)",1
"(0, -10)",1
"(1, -11)",1
0,-10
"(-1, -10)",1
"(0, -11)",1
"(0, -9)",1
"(1, -10)",1
0,-9
"(-1, -9)",1
"(0, -10)",1
"(0, -8)",1
"(1, -9)",1
0,-8
"(-1, -8)",1
"(0, -9)",1
"(0, -7)",1
"(1, -8)",1
0,-7
"(-1, -7)",1
"(0, -8)",1
"(0, -6)",1
"(1, -7)",1
0,-6
"(-1, -6)",1
"(0, -7)",1
"(0, -5)",1
"(1, -6)",1
0,-5
"(-1, -5)",1
"(0, -6)",1
"(0, -4)",1
"(1, -5)",1
0,-4
"(-1, -4)",1
"(0, -5)",1
"(0, -3)",1
"(1, -4)",1
0,-3
"(-1, -3)",1
"(0, -4)",1
"(0, -2)",1
"(1, -3)",1
0,-2
"(-1, -2)",1
"(0, -3)",1
"(0, -1)",1
"(1, -2)",1
0,-1
"(-1, -1)",1
"(0, -2)",1
"(1, -1)",1
1,-37
"(0, -37)",1
"(1, -36)",1
"(2, -37)",1
1,-36
"(0, -36)",1
"(1, -37)",1
"(1, -35)",1
"(2, -36)",1
1,-35
"(0, -35)",1
"(1, -36)",1
"(1, -34)",1
"(2, -35)",1
1,-34
