"(0, -34)",1
"(1, -35)",1
"(1, -33)",1
"(2, -34)",1
1,-33
"(0, -33)",1
"(1, -34)",1
"(1, -32)",1
"(2, -33)",1
1,-32
"(0, -32)",1
"(1, -33)",1
"(1, -31)",1
1,-31
"(0, -31)",1
"(1, -32)",1
"(1, -30)",1
1,-30
"(0, -30)",1
"(1, -31)",1
"(1, -29)",1
1,-29
"(0, -29)",1
"(1, -30)",1
"(1, -28)",1
1,-28
"(0, -28)",1
"(1, -29)",1
"(1, -27)",1
1,-27
"(0, -27)",1
"(1, -28)",1
"(1, -26)",1
1,-26
"(0, -26)",1
"(1, -27)",1
"(1, -25)",1
1,-25
"(0, -25)",1
"(1, -26)",1
"(1, -24)",1
1,-24
"(0, -24)",1
"(1, -25)",1
"(1, -23)",1
1,-23
"(0, -23)",1
"(1, -24)",1
"(1, -22)",1
1,-22
"(0, -22)",1
"(1, -23)",1
"(1, -21)",1
1,-21
"(0, -21)",1
"(1, -22)",1
"(1, -20)",1
1,-20
"(0, -20)",1
"(1, -21)",1
"(1, -19)",1
"(2, -20)",1
1,-19
"(0, -19)",1
"(1, -20)",1
"(1, -18)",1
"(2, -19)",1
1,-18
"(0, -18)",1
"(1, -19)",1
"(1, -17)",1
"(2, -18)",1
1,-17
"(0, -17)",1
"(1, -18)",1
"(1, -16)",1
"(2, -17)",1
1,-16
"(0, -16)",1
"(1, -17)",1
"(1, -15)",1
"(2, -16)",1
1,-15
"(0, -15)",1
"(1, -16)",1
"(1, -14)",1
1,-14
"(0, -14)",1
"(1, -15)",1
"(1, -13)",1
1,-13
"(0, -13)",1
"(1, -14)",1
"(1, -12)",1
1,-12
"(0, -12)",1
"(1, -13)",1
"(1, -11)",1
1,-11
"(0, -11)",1
"(1, -12)",1
"(1, -10)",1
1,-10
"(0, -10)",1
"(1, -11)",1
"(1, -9)",1
1,-9
"(0, -9)",1
"(1, -10)",1
"(1, -8)",1
1,-8
"(0, -8)",1
"(1, -9)",1
"(1, -7)",1
1,-7
"(0, -7)",1
"(1, -8)",1
"(1, -6)",1
1,-6
"(0, -6)",1
"(1, -7)",1
"(1, -5)",1
1,-5
"(0, -5)",1
"(1, -6)",1
"(1, -4)",1
1,-4
"(0, -4)",1
"(1, -5)",1
"(1, -3)",1
1,-3
"(0, -3)",1
"(1, -4)",1
"(1, -2)",1
"(2, -3)",1
1,-2
"(0, -2)",1
"(1, -3)",1
"(1, -1)",1
"(2, -2)",1
1,-1
"(0, -1)",1
"(1, -2)",1
"(1, 0)",1
"(2, -1)",1
1,0
"(1, -1)",1
2,-37
"(1, -37)",1
"(2, -36)",1
"(3, -37)",1
2,-36
"(1, -36)",1
"(2, -37)",1
"(2, -35)",1
"(3, -36)",1
2,-35
"(1, -35)",1
"(2, -36)",1
"(2, -34)",1
"(3, -35)",1
2,-34
"(1, -34)",1
"(2, -35)",1
"(2, -33)",1
"(3, -34)",1
2,-33
"(1, -33)",1
"(2, -34)",1
"(3, -33)",1
2,-20
"(1, -20)",1
"(2, -19)",1
"(3, -20)",1
2,-19
"(1, -19)",1
"(2, -20)",1
"(2, -18)",1
"(3, -19)",1
2,-18
"(1, -18)",1
"(2, -19)",1
"(2, -17)",1
"(3, -18)",1
2,-17
"(1, -17)",1
"(2, -18)",1
"(2, -16)",1
"(3, -17)",1
2,-16
"(1, -16)",1
"(2, -17)",1
"(3, -16)",1
2,-3
"(1, -3)",1
"(2, -2)",1
"(3, -3)",1
2,-2
"(1, -2)",1
"(2, -3)",1
"(2, -1)",1
"(3, -2)",1
2,-1
"(1, -1)",1
"(2, -2)",1
"(3, -1)",1
3,-37
"(2, -37)",1
"(3, -36)",1
"(4, -37)",1
3,-36
"(2, -36)",1
"(3, -37)",1
"(3, -35)",1
"(4, -36)",1
3,-35
"(2, -35)",1
"(3, -36)",1
"(3, -34)",1
"(4, -35)",1
3,-34
"(2, -34)",1
"(3, -35)",1
"(3, -33)",1
"(4, -34)",1
3,-33
"(2, -33)",1
"(3, -34)",1
"(4, -33)",1
3,-20
"(2, -20)",1
"(3, -19)",1
"(4, -20)",1
3,-19
"(2, -19)",1
"(3, -20)",1
"(3, -18)",1
"(4, -19)",1
3,-18
"(2, -18)",1
"(3, -19)",1
"(3, -17)",1
"(4, -18)",1
3,-17
"(2, -17)",1
"(3, -18)",1
"(3, -16)",1
"(4, -17)",1
3,-16
"(2, -16)",1
"(3, -17)",1
"(4, -16)",1
3,-3
"(2, -3)",1
"(3, -2)",1
"(4, -3)",1
3,-2
"(2, -2)",1
"(3, -3)",1
"(3, -1)",1
"(4, -2)",1
3,-1
"(2, -1)",1
"(3, -2)",1
"(4, -1)",1
4,-37
"(3, -37)",1
"(4, -36)",1
"(5, -37)",1
4,-36
"(3, -36)",1
"(4, -37)",1
"(4, -35)",1
"(5, -36)",1
4,-35
"(3, -35)",1
"(4, -36)",1
"(4, -34)",1
"(5, -35)",1
4,-34
"(3, -34)",1
"(4, -35)",1
"(4, -33)",1
"(5, -34)",1
4,-33
"(3, -33)",1
"(4, -34)",1
"(5, -33)",1
4,-20
"(3, -20)",1
"(4, -19)",1
"(5, -20)",1
4,-19
"(3, -19)",1
"(4, -20)",1
"(4, -18)",1
"(5, -19)",1
4,-18
"(3, -18)",1
"(4, -19)",1
"(4, -17)",1
"(5, -18)",1
4,-17
"(3, -17)",1
"(4, -18)",1
"(4, -16)",1
"(5, -17)",1
4,-16
"(3, -16)",1
"(4, -17)",1
"(5, -16)",1
4,-3
"(3, -3)",1
"(4, -2)",1
"(5, -3)",1
4,-2
"(3, -2)",1
"(4, -3)",1
"(4, -1)",1
"(5, -2)",1
4,-1
"(3, -1)",1
"(4, -2)",1
"(5, -1)",1
5,-37
"(4, -37)",1
"(5, -36)",1
"(6, -37)",1
5,-36
"(4, -36)",1
"(5, -37)",1
"(5, -35)",1
"(6, -36)",1
5,-35
"(4, -35)",1
"(5, -36)",1
"(5, -34)",1
"(6, -35)",1
5,-34
"(4, -34)",1
"(5, -35)",1
"(5, -33)",1
"(6, -34)",1
5,-33
"(4, -33)",1
"(5, -34)",1
"(6, -33)",1
5,-20
"(4, -20)",1
"(5, -19)",1
"(6, -20)",1
5,-19
"(4, -19)",1
"(5, -20)",1
"(5, -18)",1
"(6, -19)",1
5,-18
"(4, -18)",1
"(5, -19)",1
"(5, -17)",1
"(6, -18)",1
5,-17
"(4, -17)",1
"(5, -18)",1
"(5, -16)",1
"(6, -17)",1
5,-16
"(4, -16)",1
"(5, -17)",1
"(6, -16)",1
5,-3
"(4, -3)",1
"(5, -2)",1
"(6, -3)",1
5,-2
"(4, -2)",1
"(5, -3)",1
"(5, -1)",1
"(6, -2)",1
5,-1
"(4, -1)",1
"(5, -2)",1
"(6, -1)",1
6,-37
"(5, -37)",1
"(6, -36)",1
"(7, -37)",1
6,-36
"(5, -36)",1
"(6, -37)",1
"(6, -35)",1
"(7, -36)",1
6,-35
"(5, -35)",1
"(6, -36)",1
"(6, -34)",1
"(7, -35)",1
6,-34
"(5, -34)",1
"(6, -35)",1
"(6, -33)",1
"(7, -34)",1
6,-33
"(5, -33)",1
"(6, -34)",1
"(7, -33)",1
6,-20
"(5, -20)",1
"(6, -19)",1
"(7, -20)",1
6,-19
"(5, -19)",1
"(6, -20)",1
"(6, -18)",1
"(7, -19)",1
6,-18
"(5, -18)",1
"(6, -19)",1
"(6, -17)",1
"(7, -18)",1
6,-17
"(5, -17)",1
"(6, -18)",1
"(6, -16)",1
"(7, -17)",1
6,-16
"(5, -16)",1
"(6, -17)",1
"(7, -16)",1
6,-3
"(5, -3)",1
"(6, -2)",1
"(7, -3)",1
6,-2
"(5, -2)",1
"(6, -3)",1
"(6, -1)",1
"(7, -2)",1
6,-1
"(5, -1)",1
"(6, -2)",1
"(7, -1)",1
7,-37
"(6, -37)",1
"(7, -36)",1
"(8, -37)",1
7,-36
"(6, -36)",1
"(7, -37)",1
"(7, -35)",1
"(8, -36)",1
7,-35
"(6, -35)",1
"(7, -36)",1
"(7, -34)",1
"(8, -35)",1
7,-34
"(6, -34)",1
"(7, -35)",1
"(7, -33)",1
"(8, -34)",1
7,-33
"(6, -33)",1
"(7, -34)",1
"(7, -32)",1
"(8, -33)",1
7,-32
"(7, -33)",1
7,-21
"(7, -20)",1
7,-20
"(6, -20)",1
"(7, -21)",1
"(7, -19)",1
"(8, -20)",1
7,-19
"(6, -19)",1
"(7, -20)",1
"(7, -18)",1
"(8, -19)",1
7,-18
"(6, -18)",1
"(7, -19)",1
"(7, -17)",1
"(8, -18)",1
7,-17
"(6, -17)",1
"(7, -18)",1
"(7, -16)",1
"(8, -17)",1
7,-16
"(6, -16)",1
"(7, -17)",1
"(7, -15)",1
"(8, -16)",1
7,-15
"(7, -16)",1
7,-4
"(7, -3)",1
7,-3
"(6, -3)",1
"(7, -4)",1
"(7, -2)",1
"(8, -3)",1
7,-2
"(6, -2)",1
"(7, -3)",1
"(7, -1)",1
"(8, -2)",1
7,-1
"(6, -1)",1
"(7, -2)",1
"(7, 0)",1
"(8, -1)",1
7,0
"(7, -1)",1
8,-37
"(7, -37)",1
"(8, -36)",1
"(9, -37)",1
8,-36
"(7, -36)",1
"(8, -37)",1
"(8, -35)",1
"(9, -36)",1
8,-35
"(7, -35)",1
"(8, -36)",1
"(8, -34)",1
"(9, -35)",1
8,-34
"(7, -34)",1
"(8, -35)",1
"(8, -33)",1
"(9, -34)",1
8,-33
"(7, -33)",1
"(8, -34)",1
"(9, -33)",1
8,-20
"(7, -20)",1
"(8, -19)",1
"(9, -20)",1
8,-19
"(7, -19)",1
"(8, -20)",1
"(8, -18)",1
"(9, -19)",1
8,-18
"(7, -18)",1
"(8, -19)",1
"(8, -17)",1
"(9, -18)",1
8,-17
"(7, -17)",1
"(8, -18)",1
"(8, -16)",1
"(9, -17)",1
8,-16
"(7, -16)",1
"(8, -17)",1
"(9, -16)",1
8,-3
"(7, -3)",1
"(8, -2)",1
"(9, -3)",1
8,-2
"(7, -2)",1
"(8, -3)",1
"(8, -1)",1
"(9, -2)",1
8,-1
"(7, -1)",1
"(8, -2)",1
"(9, -1)",1
9,-37
"(8, -37)",1
"(9, -36)",1
"(10, -37)",1
9,-36
"(8, -36)",1
"(9, -37)",1
"(9, -35)",1
"(10, -36)",1
9,-35
"(8, -35)",1
"(9, -36)",1
"(9, -34)",1
"(10, -35)",1
9,-34
"(8, -34)",1
"(9, -35)",1
"(9, -33)",1
"(10, -34)",1
9,-33
"(8, -33)",1
"(9, -34)",1
"(10, -33)",1
9,-20
"(8, -20)",1
"(9, -19)",1
"(10, -20)",1
9,-19
"(8, -19)",1
"(9, -20)",1
"(9, -18)",1
"(10, -19)",1
9,-18
"(8, -18)",1
"(9, -19)",1
"(9, -17)",1
"(10, -18)",1
9,-17
"(8, -17)",1
"(9, -18)",1
"(9, -16)",1
"(10, -17)",1
9,-16
"(8, -16)",1
"(9, -17)",1
"(10, -16)",1
9,-3
"(8, -3)",1
"(9, -2)",1
"(10, -3)",1
9,-2
"(8, -2)",1
"(9, -3)",1
"(9, -1)",1
"(10, -2)",1
9,-1
"(8, -1)",1
"(9, -2)",1
"(9, 0)",1
"(10, -1)",1
9,0
"(9, -1)",1
10,-37
"(9, -37)",1
"(10, -36)",1
"(11, -37)",1
10,-36
"(9, -36)",1
"(10, -37)",1
"(10, -35)",1
"(11, -36)",1
10,-35
"(9, -35)",1
"(10, -36)",1
"(10, -34)",1
"(11, -35)",1
10,-34
"(9, -34)",1
"(10, -35)",1
"(10, -33)",1
"(11, -34)",1
10,-33
"(9, -33)",1
"(10, -34)",1
"(11, -33)",1
10,-20
"(9, -20)",1
"(10, -19)",1
"(11, -20)",1
10,-19
"(9, -19)",1
"(10, -20)",1
"(10, -18)",1
"(11, -19)",1
10,-18
"(9, -18)",1
"(10, -19)",1
"(10, -17)",1
"(11, -18)",1
10,-17
"(9, -17)",1
"(10, -18)",1
"(10, -16)",1
"(11, -17)",1
10,-16
"(9, -16)",1
"(10, -17)",1
"(11, -16)",1
10,-3
"(9, -3)",1
"(10, -2)",1
"(11, -3)",1
10,-2
"(9, -2)",1
"(10, -3)",1
"(10, -1)",1
"(11, -2)",1
10,-1
"(9, -1)",1
"(10, -2)",1
"(11, -1)",1
11,-37
"(10, -37)",1
"(11, -36)",1
"(12, -37)",1
11,-36
"(10, -36)",1
"(11, -37)",1
"(11, -35)",1
"(12, -36)",1
11,-35
"(10, -35)",1
"(11, -36)",1
"(11, -34)",1
"(12, -35)",1
11,-34
"(10, -34)",1
"(11, -35)",1
"(11, -33)",1
"(12, -34)",1
11,-33
"(10, -33)",1
"(11, -34)",1
"(12, -33)",1
11,-20
"(10, -20)",1
"(11, -19)",1
"(12, -20)",1
11,-19
"(10, -19)",1
"(11, -20)",1
"(11, -18)",1
"(12, -19)",1
11,-18
"(10, -18)",1
"(11, -19)",1
"(11, -17)",1
"(12, -18)",1
11,-17
"(10, -17)",1
"(11, -18)",1
"(11, -16)",1
"(12, -17)",1
11,-16
"(10, -16)",1
"(11, -17)",1
"(12, -16)",1
11,-3
"(10, -3)",1
"(11, -2)",1
"(12, -3)",1
11,-2
"(10, -2)",1
"(11, -3)",1
"(11, -1)",1
"(12, -2)",1
11,-1
"(10, -1)",1
"(11, -2)",1
"(12, -1)",1
12,-37
"(11, -37)",1
"(12, -36)",1
"(13, -37)",1
12,-36
"(11, -36)",1
"(12, -37)",1
"(12, -35)",1
"(13, -36)",1
12,-35
"(11, -35)",1
"(12, -36)",1
"(12, -34)",1
"(13, -35)",1
12,-34
"(11, -34)",1
"(12, -35)",1
"(12, -33)",1
"(13, -34)",1
12,-33
"(11, -33)",1
"(12, -34)",1
"(13, -33)",1
12,-20
"(11, -20)",1
"(12, -19)",1
"(13, -20)",1
12,-19
"(11, -19)",1
"(12, -20)",1
"(12, -18)",1
"(13, -19)",1
12,-18
"(11, -18)",1
"(12, -19)",1
"(12, -17)",1
"(13, -18)",1
12,-17
"(11, -17)",1
"(12, -18)",1
"(12, -16)",1
"(13, -17)",1
12,-16
"(11, -16)",1
"(12, -17)",1
"(13, -16)",1
12,-3
"(11, -3)",1
"(12, -2)",1
"(13, -3)",1
12,-2
"(11, -2)",1
"(12, -3)",1
"(12, -1)",1
"(13, -2)",1
12,-1
"(11, -1)",1
"(12, -2)",1
"(13, -1)",1
13,-37
"(12, -37)",1
"(13, -36)",1
"(14, -37)",1
13,-36
"(12, -36)",1
"(13, -37)",1
"(13, -35)",1
"(14, -36)",1
13,-35
"(12, -35)",1
"(13, -36)",1
"(13, -34)",1
"(14, -35)",1
13,-34
"(12, -34)",1
"(13, -35)",1
"(13, -33)",1
"(14, -34)",1
13,-33
"(12, -33)",1
"(13, -34)",1
"(14, -33)",1
13,-20
"(12, -20)",1
"(13, -19)",1
"(14, -20)",1
13,-19
"(12, -19)",1
"(13, -20)",1
"(13, -18)",1
"(14, -19)",1
13,-18
"(12, -18)",1
"(13, -19)",1
"(13, -17)",1
"(14, -18)",1
13,-17
"(12, -17)",1
"(13, -18)",1
"(13, -16)",1
"(14, -17)",1
13,-16
"(12, -16)",1
"(13, -17)",1
"(14, -16)",1
13,-3
"(12, -3)",1
"(13, -2)",1
"(14, -3)",1
13,-2
"(12, -2)",1
"(13, -3)",1
"(13, -1)",1
"(14, -2)",1
13,-1
"(12, -1)",1
"(13, -2)",1
"(14, -1)",1
14,-37
"(13, -37)",1
"(14, -36)",1
"(15, -37)",1
14,-36
"(13, -36)",1
"(14, -37)",1
"(14, -35)",1
"(15, -36)",1
14,-35
"(13, -35)",1
"(14, -36)",1
"(14, -34)",1
"(15, -35)",1
14,-34
"(13, -34)",1
"(14, -35)",1
"(14, -33)",1
"(15, -34)",1
14,-33
"(13, -33)",1
"(14, -34)",1
"(14, -32)",1
"(15, -33)",1
14,-32
"(14, -33)",1
"(14, -31)",1
"(15, -32)",1
14,-31
"(14, -32)",1
"(14, -30)",1
"(15, -31)",1
14,-30
"(14, -31)",1
"(14, -29)",1
"(15, -30)",1
14,-29
"(14, -30)",1
"(14, -28)",1
"(15, -29)",1
14,-28
"(14, -29)",1
"(14, -27)",1
"(15, -28)",1
14,-27
"(14, -28)",1
"(14, -26)",1
"(15, -27)",1
14,-26
"(14, -27)",1
"(14, -25)",1
"(15, -26)",1
14,-25
"(14, -26)",1
"(14, -24)",1
"(15, -25)",1
14,-24
"(14, -25)",1
"(14, -23)",1
"(15, -24)",1
14,-23
"(14, -24)",1
"(14, -22)",1
"(15, -23)",1
14,-22
"(14, -23)",1
"(14, -21)",1
"(15, -22)",1
14,-21
"(14, -22)",1
"(14, -20)",1
"(15, -21)",1
14,-20
"(13, -20)",1
"(14, -21)",1
"(14, -19)",1
"(15, -20)",1
14,-19
"(13, -19)",1
"(14, -20)",1
"(14, -18)",1
"(15, -19)",1
14,-18
"(13, -18)",1
"(14, -19)",1
"(14, -17)",1
"(15, -18)",1
14,-17
"(13, -17)",1
"(14, -18)",1
"(14, -16)",1
"(15, -17)",1
14,-16
"(13, -16)",1
"(14, -17)",1
"(14, -15)",1
"(15, -16)",1
14,-15
"(14, -16)",1
"(14, -14)",1
"(15, -15)",1
14,-14
"(14, -15)",1
"(14, -13)",1
"(15, -14)",1
14,-13
"(14, -14)",1
"(14, -12)",1
"(15, -13)",1
14,-12
"(14, -13)",1
"(14, -11)",1
"(15, -12)",1
14,-11
"(14, -12)",1
"(14, -10)",1
"(15, -11)",1
14,-10
"(14, -11)",1
"(14, -9)",1
"(15, -10)",1
14,-9
"(14, -10)",1
"(14, -8)",1
"(15, -9)",1
14,-8
"(14, -9)",1
"(14, -7)",1
"(15, -8)",1
14,-7
"(14, -8)",1
"(14, -6)",1
"(15, -7)",1
14,-6
"(14, -7)",1
"(14, -5)",1
"(15, -6)",1
14,-5
"(14, -6)",1
"(14, -4)",1
"(15, -5)",1
14,-4
"(14, -5)",1
"(14, -3)",1
"(15, -4)",1
14,-3
"(13, -3)",1
"(14, -4)",1
"(14, -2)",1
"(15, -3)",1
14,-2
"(13, -2)",1
"(14, -3)",1
"(14, -1)",1
"(15, -2)",1
14,-1
"(13, -1)",1
"(14, -2)",1
"(15, -1)",1
15,-37
"(14, -37)",1
"(15, -36)",1
"(16, -37)",1
15,-36
"(14, -36)",1
"(15, -37)",1
"(15, -35)",1
"(16, -36)",1
15,-35
"(14, -35)",1
"(15, -36)",1
"(15, -34)",1
"(16, -35)",1
15,-34
"(14, -34)",1
"(15, -35)",1
"(15, -33)",1
"(16, -34)",1
15,-33
"(14, -33)",1
"(15, -34)",1
"(15, -32)",1
"(16, -33)",1
15,-32
"(14, -32)",1
"(15, -33)",1
"(15, -31)",1
"(16, -32)",1
15,-31
"(14, -31)",1
"(15, -32)",1
"(15, -30)",1
"(16, -31)",1
15,-30
"(14, -30)",1
"(15, -31)",1
"(15, -29)",1
"(16, -30)",1
15,-29
"(14, -29)",1
"(15, -30)",1
"(15, -28)",1
"(16, -29)",1
15,-28
"(14, -28)",1
"(15, -29)",1
"(15, -27)",1
"(16, -28)",1
15,-27
"(14, -27)",1
"(15, -28)",1
"(15, -26)",1
"(16, -27)",1
15,-26
"(14, -26)",1
"(15, -27)",1
"(15, -25)",1
"(16, -26)",1
15,-25
"(14, -25)",1
"(15, -26)",1
"(15, -24)",1
"(16, -25)",1
15,-24
"(14, -24)",1
"(15, -25)",1
"(15, -23)",1
"(16, -24)",1
15,-23
"(14, -23)",1
"(15, -24)",1
"(15, -22)",1
"(16, -23)",1
15,-22
"(14, -22)",1
"(15, -23)",1
"(15, -21)",1
"(16, -22)",1
15,-21
"(14, -21)",1
"(15, -22)",1
"(15, -20)",1
"(16, -21)",1
15,-20
"(14, -20)",1
"(15, -21)",1
"(15, -19)",1
"(16, -20)",1
15,-19
"(14, -19)",1
"(15, -20)",1
"(15, -18)",1
"(16, -19)",1
15,-18
"(14, -18)",1
"(15, -19)",1
"(15, -17)",1
"(16, -18)",1
15,-17
"(14, -17)",1
"(15, -18)",1
"(15, -16)",1
"(16, -17)",1
15,-16
"(14, -16)",1
"(15, -17)",1
"(15, -15)",1
"(16, -16)",1
15,-15
"(14, -15)",1
"(15, -16)",1
"(15, -14)",1
"(16, -15)",1
15,-14
"(14, -14)",1
"(15, -15)",1
"(15, -13)",1
"(16, -14)",1
15,-13
"(14, -13)",1
"(15, -14)",1
"(15, -12)",1
"(16, -13)",1
15,-12
"(14, -12)",1
"(15, -13)",1
"(15, -11)",1
"(16, -12)",1
15,-11
"(14, -11)",1
"(15, -12)",1
"(15, -10)",1
"(16, -11)",1
15,-10
"(14, -10)",1
"(15, -11)",1
"(15, -9)",1
"(16, -10)",1
15,-9
"(14, -9)",1
"(15, -10)",1
"(15, -8)",1
"(16, -9)",1
15,-8
"(14, -8)",1
"(15, -9)",1
"(15, -7)",1
"(16, -8)",1
15,-7
"(14, -7)",1
"(15, -8)",1
"(15, -6)",1
"(16, -7)",1
15,-6
"(14, -6)",1
"(15, -7)",1
"(15, -5)",1
"(16, -6)",1
15,-5
"(14, -5)",1
"(15, -6)",1
"(15, -4)",1
"(16, -5)",1
15,-4
"(14, -4)",1
"(15, -5)",1
"(15, -3)",1
"(16, -4)",1
15,-3
"(14, -3)",1
"(15, -4)",1
"(15, -2)",1
"(16, -3)",1
15,-2
"(14, -2)",1
"(15, -3)",1
"(15, -1)",1
"(16, -2)",1
15,-1
"(14, -1)",1
"(15, -2)",1
"(15, 0)",1
"(16, -1)",1
15,0
"(15, -1)",1
16,-37
"(15, -37)",1
"(16, -36)",1
16,-36
"(15, -36)",1
"(16, -37)",1
"(16, -35)",1
16,-35
"(15, -35)",1
"(16, -36)",1
"(16, -34)",1
16,-34
"(15, -34)",1
"(16, -35)",1
"(16, -33)",1
16,-33
"(15, -33)",1
"(16, -34)",1
"(16, -32)",1
16,-32
"(15, -32)",1
"(16, -33)",1
"(16, -31)",1
16,-31
"(15, -31)",1
"(16, -32)",1
"(16, -30)",1
16,-30
"(15, -30)",1
"(16, -31)",1
"(16, -29)",1
16,-29
"(15, -29)",1
"(16, -30)",1
"(16, -28)",1
16,-28
"(15, -28)",1
"(16, -29)",1
"(16, -27)",1
16,-27
"(15, -27)",1
"(16, -28)",1
"(16, -26)",1
16,-26
"(15, -26)",1
"(16, -27)",1
"(16, -25)",1
16,-25
"(15, -25)",1
"(16, -26)",1
"(16, -24)",1
16,-24
"(15, -24)",1
"(16, -25)",1
"(16, -23)",1
16,-23
"(15, -23)",1
"(16, -24)",1
"(16, -22)",1
16,-22
"(15, -22)",1
"(16, -23)",1
"(16, -21)",1
16,-21
"(15, -21)",1
"(16, -22)",1
"(16, -20)",1
16,-20
"(15, -20)",1
"(16, -21)",1
"(16, -19)",1
16,-19
"(15, -19)",1
"(16, -20)",1
"(16, -18)",1
16,-18
"(15, -18)",1
"(16, -19)",1
"(16, -17)",1
16,-17
"(15, -17)",1
"(16, -18)",1
"(16, -16)",1
16,-16
"(15, -16)",1
"(16, -17)",1
"(16, -15)",1
16,-15
"(15, -15)",1
"(16, -16)",1
"(16, -14)",1
16,-14
"(15, -14)",1
"(16, -15)",1
"(16, -13)",1
16,-13
"(15, -13)",1
"(16, -14)",1
"(16, -12)",1
16,-12
"(15, -12)",1
"(16, -13)",1
"(16, -11)",1
16,-11
"(15, -11)",1
"(16, -12)",1
"(16, -10)",1
16,-10
"(15, -10)",1
"(16, -11)",1
"(16, -9)",1
16,-9
"(15, -9)",1
"(16, -10)",1
"(16, -8)",1
16,-8
"(15, -8)",1
"(16, -9)",1
"(16, -7)",1
16,-7
"(15, -7)",1
"(16, -8)",1
"(16, -6)",1
16,-6
"(15, -6)",1
"(16, -7)",1
"(16, -5)",1
16,-5
"(15, -5)",1
"(16, -6)",1
"(16, -4)",1
16,-4
"(15, -4)",1
"(16, -5)",1
"(16, -3)",1
16,-3
"(15, -3)",1
"(16, -4)",1
"(16, -2)",1
"(17, -3)",1
16,-2
"(15, -2)",1
"(16, -3)",1
"(16, -1)",1
"(17, -2)",1
16,-1
"(15, -1)",1
"(16, -2)",1
"(17, -1)",1
17,-3
"(16, -3)",1
"(17, -2)",1
"(18, -3)",1
17,-2
"(16, -2)",1
"(17, -3)",1
"(17, -1)",1
"(18, -2)",1
17,-1
"(16, -1)",1
"(17, -2)",1
"(18, -1)",1
18,-3
"(17, -3)",1
"(18, -2)",1
"(19, -3)",1
18,-2
"(17, -2)",1
"(18, -3)",1
"(18, -1)",1
"(19, -2)",1
18,-1
"(17, -1)",1
"(18, -2)",1
"(18, 0)",1
"(19, -1)",1
18,0
"(18, -1)",1
19,-3
"(18, -3)",1
"(19, -2)",1
"(20, -3)",1
19,-2
"(18, -2)",1
"(19, -3)",1
"(19, -1)",1
"(20, -2)",1
19,-1
"(18, -1)",1
"(19, -2)",1
"(20, -1)",1
20,-3
"(19, -3)",1
"(20, -2)",1
"(21, -3)",1
20,-2
"(19, -2)",1
"(20, -3)",1
"(20, -1)",1
"(21, -2)",1
20,-1
"(19, -1)",1
"(20, -2)",1
"(21, -1)",1
21,-3
"(20, -3)",1
"(21, -2)",1
"(22, -3)",1
21,-2
"(20, -2)",1
"(21, -3)",1
"(21, -1)",1
"(22, -2)",1
21,-1
"(20, -1)",1
"(21, -2)",1
"(22, -1)",1
22,-3
"(21, -3)",1
"(22, -2)",1
"(23, -3)",1
22,-2
"(21, -2)",1
"(22, -3)",1
"(22, -1)",1
"(23, -2)",1
22,-1
"(21, -1)",1
"(22, -2)",1
"(23, -1)",1
23,-3
"(22, -3)",1
"(23, -2)",1
"(24, -3)",1
23,-2
"(22, -2)",1
"(23, -3)",1
"(23, -1)",1
"(24, -2)",1
23,-1
"(22, -1)",1
"(23, -2)",1
"(24, -1)",1
24,-3
"(23, -3)",1
"(24, -2)",1
"(25, -3)",1
24,-2
"(23, -2)",1
"(24, -3)",1
"(24, -1)",1
"(25, -2)",1
24,-1
"(23, -1)",1
"(24, -2)",1
"(25, -1)",1
25,-3
"(24, -3)",1
"(25, -2)",1
"(26, -3)",1
25,-2
"(24, -2)",1
"(25, -3)",1
"(25, -1)",1
"(26, -2)",1
25,-1
"(24, -1)",1
"(25, -2)",1
"(26, -1)",1
26,-3
"(25, -3)",1
"(26, -2)",1
"(27, -3)",1
26,-2
"(25, -2)",1
"(26, -3)",1
"(26, -1)",1
"(27, -2)",1
26,-1
"(25, -1)",1
"(26, -2)",1
"(27, -1)",1
27,-3
"(26, -3)",1
"(27, -2)",1
"(28, -3)",1
27,-2
"(26, -2)",1
"(27, -3)",1
"(27, -1)",1
"(28, -2)",1
27,-1
"(26, -1)",1
"(27, -2)",1
"(28, -1)",1
28,-3
"(27, -3)",1
"(28, -2)",1
28,-2
"(27, -2)",1
"(28, -3)",1
"(28, -1)",1
28,-1
"(27, -1)",1
"(28, -2)",1
"(28, 0)",1
28,0
"(28, -1)",1
